Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,_query_make,_query_model,_query_year,report_date_iso
Hyundai Motor America,22V197000,False,False,False,,28/03/2022,ENGINE AND ENGINE COOLING:ENGINE:GASOLINE:TURBO/SUPERCHARGER,"Hyundai Motor America (Hyundai) is recalling certain 2022 Santa Fe and Santa Cruz vehicles.  The oil supply pipe to the turbocharger may crack, which could result in an oil leak in the engine compartment.","An oil leak in the presence of an ignition source such as hot engine or exhaust components, can increase the risk of a fire.","Dealers will replace the turbocharger oil supply pipe, free of charge.  Owner notification letters were mailed May 26, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall 222.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2022,2022-03-28
Hyundai Motor America,22V746000,False,False,False,,06/10/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Hyundai Motor Company (Hyundai) is recalling certain 2021-2022 Santa Fe, Sonata, Veloster N, 2022 Santa Cruz, Elantra N, and Kona N vehicles.  The vehicle's ""fail-safe"" limited-mobility drive mode may be impaired, when prompted by a transmission oil pump malfunction, which can result in a complete loss of drive power.",Loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the transmission, as necessary.  Dealers will also update the transmission control unit software.  All repairs will be performed free of charge.  Owner notification letters were mailed January 10, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 236.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2022,2022-10-06
Hyundai Motor America,23V181000,False,True,False,,17/03/2023,TRAILER HITCHES,"Hyundai Motor America (Hyundai) is recalling certain 2019-2023 Santa Fe, 2021-2023 Santa Fe HEV, 2022-2023 Santa Fe Plug-in HEV and Santa Cruz vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will install a new fuse and wire extension kit as necessary, free of charge.  Owner notification letters were mailed starting May 16, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 244.  This recall is an expansion of previous recall number 22V-633.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2022,2023-03-17
Hyundai Motor America,24V879000,False,False,False,,21/11/2024,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Santa Fe, Santa Fe HEV, Elantra, Elantra HEV and 2022 Elantra N and Santa Fe PHEV vehicles.  Due to a damaged printed circuit board, the rearview camera image may fail to display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",A rearview image that does not display reduces the driver's visibility and increases the risk of a crash.,"Dealers will replace the rearview camera, free of charge.  Owner notification letters were mailed January 14, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 271.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2022,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2022,2024-11-21
Hyundai Motor America,23V181000,False,True,False,,17/03/2023,TRAILER HITCHES,"Hyundai Motor America (Hyundai) is recalling certain 2019-2023 Santa Fe, 2021-2023 Santa Fe HEV, 2022-2023 Santa Fe Plug-in HEV and Santa Cruz vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will install a new fuse and wire extension kit as necessary, free of charge.  Owner notification letters were mailed starting May 16, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 244.  This recall is an expansion of previous recall number 22V-633.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2023,2023-03-17
Hyundai Motor America,24V246000,False,False,True,,02/04/2024,BACK OVER PREVENTION:SOFTWARE,"Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  The rearview camera image may be obstructed by a trailer parking assist message.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",An obstructed rearview camera image reduces rearward visibility and increases the risk of a crash or injury.,"Hyundai will release an over-the-air (OTA) software update.  Owner notification letters were mailed beginning May 31, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 258.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2024,2024-04-02
Hyundai Motor America,24V529000,False,False,False,,12/07/2024,POWER TRAIN:AUTOMATIC TRANSMISSION:CONTROL MODULE:SOFTWARE,Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  A software error in the transmission control unit may result in a vehicle roll away when the vehicle is in PARK.,A vehicle roll away increases the risk of a crash or injury.,"Owners are advised to use the emergency parking brake after parking their vehicles.  Hyundai will release an over-the-air (OTA) software update for the transmission control unit.  In addition, dealers will inspect and replace the dual clutch transmission, as necessary.  All repairs will be performed free of charge.  Owner notification letters were mailed beginning August 26, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 263.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2024,2024-07-12
Hyundai Motor America,24V561000,False,False,False,,26/07/2024,AIR BAGS,"Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe and Santa Fe HEV vehicles.  The main floor wiring harness may chafe against the passenger-side second-row bench seat assembly and become damaged, which can cause the air bags to deploy unintentionally or prevent the air bags from deploying in a crash.",An air bag that deploys unintentionally can increase the risk of an injury.  An air bag that does not deploy as intended can increase the risk of injury in a crash.,"Dealers will inspect and repair, or replace the wiring harness as necessary, free of charge.  Owner notification letters were mailed August 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 265.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2024,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2024,2024-07-26
Hyundai Motor America,24V843000,False,False,False,,07/11/2024,ELECTRICAL SYSTEM:WIRING:SWITCHES/KNOBS/BUTTONS,"Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe and Santa Fe Hybrid vehicles. The overhead console rear sunshade switch knob may not be fully recessed, which can result in unintentional closing of the sunshade.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 118, ""Power-Operated Window, Partition and Roof Panel Systems.""",A sunshade that closes unexpectedly can increase the risk of injury.,"Dealers will replace the switch knobs, free of charge.  Owner notification letters were mailed December 2, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 270.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2024,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2024,2024-11-07
Hyundai Motor America,25V659000,False,False,False,,02/10/2025,ELECTRICAL SYSTEM:STARTER ASSEMBLY,"Hyundai Motor America (Hyundai) is recalling certain 2024-2025 Santa Fe vehicles. The B+ positive terminal cover on the starter motor assembly may be improperly installed, which can cause an electrical short during a crash.",An electrical short increases the risk of a fire.,"Dealers will inspect and reinstall the starter motor terminal cover, as necessary, free of charge. Owner notification letters were mailed beginning October 22, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 285. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on October 4, 2025.",,2024,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2024,2025-10-02
Hyundai Motor America,25V808000,False,False,False,,21/11/2025,BACK OVER PREVENTION:DISPLAY FUNCTION,"Hyundai Motor America (Hyundai) is recalling certain 2024-2025 Santa Fe and Santa Fe Hybrid vehicles. The rearview camera may not have been installed properly, which can damage the wiring harness and cause the rearview camera image not to display. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 111, ""Rear Visibility.""","A rearview image that does not display reduces the driver's view behind the vehicle, increasing the risk of a crash.","Dealers will replace the camera wiring harness, free of charge. Owner notification letters were mailed beginning January 15, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 288. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on November 22, 2025.",,2024,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2024,2025-11-21
Hyundai Motor America,26V218000,False,False,False,,06/04/2026,SEAT BELTS:FRONT:ANCHORAGE,"Hyundai Motor America (Hyundai) is recalling certain 2023-2025 Hyundai Ioniq 6, 2023-2026 Genesis G90, 2024-2026 Hyundai Santa Fe, and Hyundai Santa Fe Hybrid vehicles. The driver and passenger seat belt anchors may detach.","A detached seat belt anchor will not adequately restrain the seat occupant, increasing the risk of injury in a crash.","Dealers will inspect and reinforce or replace the seat belt anchors, as necessary, free of charge. Owner notification letters were mailed beginning May 29, 2026. Owners may contact Hyundai customer service at 1-855-371-9460 and Genesis customer service at 844-340-9741. Hyundai's numbers for this recall are 298 and 032G. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov April 8, 2026.",,2024,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2024,2026-04-06
Hyundai Motor America,25V549000,False,False,False,,26/08/2025,ENGINE AND ENGINE COOLING:CRITICAL FASTENERS,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson and Santa Fe vehicles. The connecting rod bolts in the engine may have been improperly tightened, which can cause a loss of drive power and engine damage, possibly resulting in an oil leak.",A loss of drive power increases the risk of a crash. An oil leak in the presence of hot engine components can increase the risk of an engine compartment fire.,"Dealers will replace the engine, free of charge. Owner notification letters were mailed October 23, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 281.",,2025,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2025,2025-08-26
Hyundai Motor America,25V659000,False,False,False,,02/10/2025,ELECTRICAL SYSTEM:STARTER ASSEMBLY,"Hyundai Motor America (Hyundai) is recalling certain 2024-2025 Santa Fe vehicles. The B+ positive terminal cover on the starter motor assembly may be improperly installed, which can cause an electrical short during a crash.",An electrical short increases the risk of a fire.,"Dealers will inspect and reinstall the starter motor terminal cover, as necessary, free of charge. Owner notification letters were mailed beginning October 22, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 285. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on October 4, 2025.",,2025,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2025,2025-10-02
